cl,week,price,b1,b2
Chedraui,52,35,Hersheys,Product129
WholeFoods,29,150,Seasons,Product130
Walmart,52,30,Hersheys,Product131
1286 eleven,52,30,Hersheys,Product132
Kmart,52,45,Hersheys,Product133
OXXO,52,40,Hersheys,Product134
Soriana,52,37,Hersheys,Product135
Chedraui,52,36,Hersheys,Product136
WholeFoods,52,31,Hersheys,Product137
Walmart,52,40,Hersheys,Product138
1287 eleven,52,33,Hersheys,Product139
Kmart,52,32,Hersheys,Product140
OXXO,52,39,Hersheys,Product141
Soriana,52,33,Hersheys,Product142
Chedraui,52,43,Hersheys,Product143
WholeFoods,52,40,Hersheys,Product144
Walmart,52,37,Hersheys,Product145
1288 eleven,52,39,Hersheys,Product146
Kmart,52,43,Hersheys,Product147
OXXO,52,36,Hersheys,Product148
Soriana,52,36,Hersheys,Product149
Chedraui,52,36,Hersheys,Product150
WholeFoods,52,42,Hersheys,Product151
Walmart,52,40,Hersheys,Product152
1289 eleven,52,39,Hersheys,Product153
Kmart,52,34,Hersheys,Product154
OXXO,52,41,Hersheys,Product155
Soriana,52,38,Hersheys,Product156
Chedraui,52,45,Hersheys,Product157
WholeFoods,52,41,Hersheys,Product158
Walmart,52,42,Hersheys,Product159
1290 eleven,52,38,Hersheys,Product160
Kmart,52,45,Hersheys,Product161
OXXO,51,45,Hersheys,Product161
Soriana,52,31,Hersheys,Product162
Chedraui,53,35,Hersheys,Product163
WholeFoods,53,44,Hersheys,Product164
Walmart,53,33,Hersheys,Product165
1291 eleven,53,39,Hersheys,Product166
Kmart,53,39,Hersheys,Product167
OXXO,53,43,Hersheys,Product168
Soriana,53,33,Hersheys,Product169
Chedraui,53,42,Hersheys,Product170
WholeFoods,53,45,Hersheys,Product171
Walmart,53,30,Hersheys,Product172
1292 eleven,53,38,Hersheys,Product173
Kmart,53,34,Hersheys,Product174
OXXO,53,42,Hersheys,Product175
Soriana,53,30,Hersheys,Product176
Chedraui,53,38,Hersheys,Product177
WholeFoods,53,37,Hersheys,Product178
Walmart,53,35,Hersheys,Product179
1293 eleven,53,37,Hersheys,Product180
Kmart,53,43,Hersheys,Product181
OXXO,53,31,Hersheys,Product182
Soriana,53,40,Hersheys,Product183
Chedraui,53,39,Hersheys,Product184
WholeFoods,53,34,Hersheys,Product185
Walmart,53,36,Hersheys,Product186
1294 eleven,53,42,Hersheys,Product187
Kmart,35,137,Seasons,Product194
OXXO,53,37,Hersheys,Product189
Soriana,53,45,Hersheys,Product190
Chedraui,53,35,Hersheys,Product191
WholeFoods,55,41,Hersheys,Product192
Walmart,55,38,Hersheys,Product193
1295 eleven,55,43,Hersheys,Product194
Kmart,57,14,Pelon,Product195
OXXO,57,19,Pelon,Product196
Soriana,57,13,Pelon,Product197
Chedraui,57,16,Pelon,Product198
WholeFoods,57,18,Pelon,Product199
Walmart,57,15,Pelon,Product200
1296 eleven,57,15,Pelon,Product1
Kmart,57,14,Pelon,Product2
OXXO,60,35,Kisses,Product3
Soriana,60,47,Kisses,Product4
Chedraui,35,117,Seasons,Product5
WholeFoods,54,120,Seasons,Product6
Walmart,54,135,Seasons,Product7
1297 eleven,54,128,Seasons,Product8
Kmart,54,146,Seasons,Product9
OXXO,54,130,Seasons,Product10
Soriana,54,137,Seasons,Product11
Chedraui,54,108,Seasons,Product12
WholeFoods,54,105,Seasons,Product13
Walmart,54,103,Seasons,Product14
1298 eleven,54,124,Seasons,Product15
Kmart,54,111,Seasons,Product16
OXXO,54,126,Seasons,Product17
Soriana,54,117,Seasons,Product18
Chedraui,54,140,Seasons,Product139
WholeFoods,54,100,Seasons,Product19
Walmart,54,115,Seasons,Product20
1299 eleven,54,110,Seasons,Product21
Kmart,54,125,Seasons,Product22
OXXO,35,140,Seasons,Product23
Soriana,55,108,Seasons,Product24
Chedraui,55,102,Seasons,Product25
WholeFoods,55,124,Seasons,Product26
Walmart,55,135,Seasons,Product27
1300 eleven,55,114,Seasons,Product28
Kmart,55,137,Seasons,Product29
OXXO,55,104,Seasons,Product30
Soriana,55,113,Seasons,Product31
Chedraui,55,137,Seasons,Product32
WholeFoods,55,132,Seasons,Product33
Walmart,55,150,Seasons,Product34
1301 eleven,55,142,Seasons,Product35
Kmart,55,130,Seasons,Product36
OXXO,55,107,Seasons,Product37
Soriana,55,145,Seasons,Product38
Chedraui,55,121,Seasons,Product39
WholeFoods,60,49,Kisses,Product40
Walmart,60,36,Kisses,Product41
1302 eleven,60,49,Kisses,Product42
Kmart,35,137,Seasons,Product43
OXXO,55,105,Seasons,Product44
Soriana,55,121,Seasons,Product45
Chedraui,59,25,Bites,Product46
WholeFoods,59,27,Bites,Product47
Walmart,59,21,Bites,Product48
1303 eleven,59,28,Bites,Product49
Kmart,59,26,Bites,Product50
OXXO,59,20,Bites,Product51
Soriana,59,20,Bites,Product52
Chedraui,59,26,Bites,Product53
WholeFoods,59,24,Bites,Product54
Walmart,59,29,Bites,Product55
1304 eleven,59,21,Bites,Product56
Kmart,59,26,Bites,Product57
OXXO,59,25,Bites,Product58
Soriana,59,30,Bites,Product59
Chedraui,59,23,Bites,Product60
WholeFoods,59,29,Bites,Product61
Walmart,59,25,Bites,Product62
1305 eleven,59,28,Bites,Product63
Kmart,59,21,Bites,Product64
OXXO,59,24,Bites,Product65
Soriana,59,20,Bites,Product66
Chedraui,59,27,Bites,Product67
WholeFoods,59,24,Bites,Product68
Walmart,59,20,Bites,Product69
1306 eleven,59,27,Bites,Product70
Kmart,59,21,Bites,Product71
OXXO,59,20,Bites,Product72
Soriana,59,23,Bites,Product73
Chedraui,59,22,Bites,Product74
WholeFoods,59,25,Bites,Product75
Walmart,59,21,Bites,Product76
1307 eleven,59,28,Bites,Product77
Kmart,59,24,Bites,Product78
OXXO,59,21,Bites,Product79
Soriana,59,29,Bites,Product80
Chedraui,59,21,Bites,Product81
WholeFoods,59,26,Bites,Product82
Walmart,59,21,Bites,Product83
1308 eleven,57,34,Hersheys,Product84
Kmart,57,33,Hersheys,Product85
OXXO,57,35,Hersheys,Product86
Soriana,57,34,Hersheys,Product87
Chedraui,57,38,Hersheys,Product88
WholeFoods,57,43,Hersheys,Product89
Walmart,57,39,Hersheys,Product90
1309 eleven,57,32,Hersheys,Product91
Kmart,57,31,Hersheys,Product92
OXXO,57,34,Hersheys,Product93
Soriana,57,41,Hersheys,Product94
Chedraui,57,35,Hersheys,Product95
WholeFoods,57,44,Hersheys,Product96
Walmart,57,43,Hersheys,Product97
1310 eleven,57,45,Hersheys,Product161
Kmart,31,118,Seasons,Product98
OXXO,26,128,Seasons,Product8
Soriana,55,26,Bites,Product100
Chedraui,55,28,Bites,Product101
WholeFoods,55,30,Bites,Product102
Walmart,55,25,Bites,Product103
1311 eleven,55,27,Bites,Product104
Kmart,55,23,Bites,Product105
OXXO,58,49,Kisses,Product68
Soriana,58,43,Kisses,Product107
Chedraui,58,37,Kisses,Product108
WholeFoods,29,128,Seasons,Product8
Walmart,26,128,Seasons,Product8
1312 eleven,37,113,Seasons,Product109
Kmart,42,111,Seasons,Product110
OXXO,54,39,Hersheys,Product111
Soriana,55,40,Hersheys,Product112
Chedraui,40,134,Seasons,Product96
WholeFoods,27,128,Seasons,Product8
Walmart,55,33,Hersheys,Product114
1313 eleven,55,40,Hersheys,Product115
Kmart,55,41,Hersheys,Product116
OXXO,55,31,Hersheys,Product117
Soriana,55,30,Hersheys,Product118
Chedraui,55,45,Hersheys,Product119
WholeFoods,55,45,Hersheys,Product120
Walmart,55,36,Hersheys,Product121
1314 eleven,55,44,Hersheys,Product122
Kmart,55,34,Hersheys,Product123
OXXO,55,41,Hersheys,Product124
Soriana,55,39,Hersheys,Product125
Chedraui,55,34,Hersheys,Product126
WholeFoods,55,44,Hersheys,Product127
Walmart,47,147,Seasons,Product128
1315 eleven,54,35,Hersheys,Product129
Kmart,54,30,Hersheys,Product130
OXXO,54,30,Hersheys,Product131
Soriana,54,30,Hersheys,Product132
Chedraui,54,45,Hersheys,Product133
WholeFoods,28,128,Seasons,Product8
Walmart,54,40,Hersheys,Product134
1316 eleven,54,37,Hersheys,Product135
Kmart,54,36,Hersheys,Product136
OXXO,54,31,Hersheys,Product137
Soriana,54,40,Hersheys,Product138
Chedraui,54,33,Hersheys,Product139
WholeFoods,54,32,Hersheys,Product140
Walmart,54,39,Hersheys,Product141
1317 eleven,28,128,Seasons,Product8
Kmart,54,33,Hersheys,Product142
OXXO,54,43,Hersheys,Product143
Soriana,54,40,Hersheys,Product144
Chedraui,54,37,Hersheys,Product145
WholeFoods,54,39,Hersheys,Product146
Walmart,28,128,Seasons,Product8
1318 eleven,54,43,Hersheys,Product147
Kmart,54,36,Hersheys,Product148
OXXO,54,36,Hersheys,Product149
Soriana,55,36,Hersheys,Product150
Chedraui,54,42,Hersheys,Product151
WholeFoods,53,30,Bites,Product152
Walmart,28,128,Seasons,Product8
1319 eleven,53,26,Bites,Product153
Kmart,53,21,Bites,Product154
OXXO,53,21,Bites,Product155
Soriana,53,24,Bites,Product156
Chedraui,53,30,Bites,Product157
WholeFoods,53,29,Bites,Product158
Walmart,53,25,Bites,Product159
1320 eleven,53,29,Bites,Product160
Kmart,28,128,Seasons,Product8
OXXO,53,27,Bites,Product161
Soriana,53,26,Bites,Product162
Chedraui,53,21,Bites,Product163
WholeFoods,53,29,Bites,Product164
Walmart,53,26,Bites,Product165
1321 eleven,53,24,Bites,Product166
Kmart,53,22,Bites,Product167
OXXO,53,22,Bites,Product168
Soriana,53,23,Bites,Product169
Chedraui,59,43,Milk,Product170
WholeFoods,59,43,Milk,Product171
Walmart,59,45,Milk,Product172
1322 eleven,59,53,Milk,Product173
Kmart,59,42,Milk,Product174
OXXO,53,29,Bites,Product175
Soriana,53,25,Bites,Product176
Chedraui,53,25,Bites,Product177
WholeFoods,28,128,Seasons,Product8
Walmart,54,27,Bites,Product178
1323 eleven,54,20,Bites,Product179
Kmart,54,30,Bites,Product180
OXXO,54,21,Bites,Product181
Soriana,54,28,Bites,Product101
Chedraui,54,26,Bites,Product182
WholeFoods,53,23,Bites,Product183
Walmart,60,5,Jolly Rancher,Product184
1324 eleven,47,104,Seasons,Product185
Kmart,47,39,Kit Kat,Product186
OXXO,47,31,Kit Kat,Product187
Soriana,47,42,Kit Kat,Product188
Chedraui,53,25,Bites,Product189
WholeFoods,50,118,Seasons,Product190
Walmart,50,118,Seasons,Product190
1325 eleven,50,118,Seasons,Product190
Kmart,60,6,Jolly Rancher,Product191
OXXO,62,7,Jolly Rancher,Product192
Soriana,62,6,Jolly Rancher,Product193
Chedraui,28,128,Seasons,Product8
WholeFoods,54,21,Bites,Product194
Walmart,54,24,Bites,Product195
1326 eleven,60,24,Bites,Product196
Kmart,60,24,Bites,Product197
OXXO,60,29,Bites,Product198
Soriana,60,22,Bites,Product199
Chedraui,60,25,Bites,Product200
WholeFoods,60,28,Bites,Product1
Walmart,60,24,Bites,Product2
1327 eleven,60,22,Bites,Product3
Kmart,60,26,Bites,Product4
OXXO,60,30,Bites,Product5
Soriana,60,22,Bites,Product6
Chedraui,60,30,Bites,Product7
WholeFoods,60,24,Bites,Product8
Walmart,60,24,Bites,Product9
1328 eleven,60,22,Bites,Product10
Kmart,60,27,Bites,Product11
OXXO,60,26,Bites,Product12
Soriana,60,22,Bites,Product13
Chedraui,60,21,Bites,Product14
WholeFoods,60,20,Bites,Product15
Walmart,60,22,Bites,Product16
1329 eleven,60,22,Bites,Product17
Kmart,60,20,Bites,Product18
OXXO,60,22,Bites,Product19
Soriana,60,23,Bites,Product20
Chedraui,60,20,Bites,Product21
WholeFoods,60,28,Bites,Product22
Walmart,60,29,Bites,Product23
1330 eleven,60,30,Bites,Product24
Kmart,60,20,Bites,Product25
OXXO,60,29,Bites,Product26
Soriana,60,28,Bites,Product27
Chedraui,60,30,Bites,Product28
WholeFoods,60,20,Bites,Product29
Walmart,60,23,Bites,Product30
1331 eleven,60,22,Bites,Product31
Kmart,60,26,Bites,Product32
OXXO,60,21,Bites,Product33
Soriana,60,27,Bites,Product34
Chedraui,60,21,Bites,Product35
WholeFoods,60,30,Bites,Product36
Walmart,60,21,Bites,Product37
1332 eleven,60,27,Bites,Product38
Kmart,60,27,Bites,Product39
OXXO,60,29,Bites,Product40
Soriana,60,22,Bites,Product41
Chedraui,60,27,Bites,Product42
WholeFoods,60,28,Bites,Product43
Walmart,60,27,Bites,Product44
1333 eleven,60,21,Bites,Product45
Kmart,60,25,Bites,Product46
OXXO,60,27,Bites,Product47
Soriana,60,21,Bites,Product48
Chedraui,60,28,Bites,Product49
WholeFoods,60,26,Bites,Product50
Walmart,60,20,Bites,Product51
1334 eleven,60,20,Bites,Product52
Kmart,43,113,Seasons,Product53
OXXO,53,24,Bites,Product54
Soriana,40,102,Seasons,Product55
Chedraui,53,41,Hersheys,Product56
WholeFoods,43,112,Seasons,Product57
Walmart,55,25,Bites,Product58
1335 eleven,40,108,Seasons,Product59
Kmart,43,140,Seasons,Product60
OXXO,42,104,Seasons,Product61
Soriana,40,109,Seasons,Product155
Chedraui,55,25,Bites,Product62
WholeFoods,55,28,Bites,Product63
Walmart,55,21,Bites,Product64
1336 eleven,43,140,Seasons,Product117
Kmart,40,116,Seasons,Product65
OXXO,42,122,Seasons,Product66
Soriana,61,27,Bites,Product67
Chedraui,61,24,Bites,Product68
WholeFoods,61,20,Bites,Product69
Walmart,61,27,Bites,Product70
1337 eleven,61,21,Bites,Product71
Kmart,61,20,Bites,Product72
OXXO,61,23,Bites,Product73
Soriana,61,22,Bites,Product74
Chedraui,61,25,Bites,Product75
WholeFoods,61,21,Bites,Product76
Walmart,61,28,Bites,Product77
1338 eleven,61,24,Bites,Product78
Kmart,61,21,Bites,Product79
OXXO,61,29,Bites,Product80
Soriana,61,21,Bites,Product81
Chedraui,61,26,Bites,Product82
WholeFoods,61,21,Bites,Product83
Walmart,61,26,Bites,Product84
1339 eleven,61,25,Bites,Product85
Kmart,42,121,Seasons,Product45
OXXO,43,110,Seasons,Product86
Soriana,39,102,Seasons,Product87
Chedraui,61,30,Bites,Product88
WholeFoods,61,30,Bites,Product89
Walmart,61,28,Bites,Product90
1340 eleven,61,28,Bites,Product91
Kmart,61,30,Bites,Product92
OXXO,61,30,Bites,Product93
Soriana,61,26,Bites,Product94
Chedraui,61,22,Bites,Product95
WholeFoods,61,30,Bites,Product96
Walmart,61,24,Bites,Product97
1341 eleven,61,27,Bites,Product98
Kmart,61,30,Bites,Product99
OXXO,61,26,Bites,Product100
Soriana,61,28,Bites,Product101
Chedraui,61,30,Bites,Product102
WholeFoods,61,25,Bites,Product103
Walmart,61,27,Bites,Product104
1342 eleven,61,23,Bites,Product105
Kmart,61,22,Bites,Product106
OXXO,37,147,Seasons,Product147
Soriana,61,22,Bites,Product108
Chedraui,61,20,Bites,Product109
WholeFoods,61,27,Bites,Product110
Walmart,61,28,Bites,Product111
1343 eleven,61,24,Bites,Product112
Kmart,61,24,Bites,Product113
OXXO,61,27,Bites,Product114
Soriana,61,22,Bites,Product115
Chedraui,61,22,Bites,Product116
WholeFoods,61,23,Bites,Product117
Walmart,61,21,Bites,Product118
1344 eleven,61,28,Bites,Product119
Kmart,61,22,Bites,Product120
OXXO,61,20,Bites,Product121
Soriana,61,28,Bites,Product122
Chedraui,61,25,Bites,Product123
WholeFoods,61,25,Bites,Product124
Walmart,61,22,Bites,Product125
1345 eleven,61,23,Bites,Product126
Kmart,38,116,Seasons,Product192
OXXO,42,114,Seasons,Product127
Soriana,41,147,Seasons,Product128
Chedraui,40,109,Seasons,Product129
WholeFoods,41,150,Seasons,Product130
Walmart,40,141,Seasons,Product131
1346 eleven,32,127,Seasons,Product136
Kmart,35,124,Seasons,Product26
OXXO,33,118,Seasons,Product174
Soriana,30,117,Seasons,Product18
Chedraui,30,124,Seasons,Product123
WholeFoods,31,145,Seasons,Product151
Walmart,32,108,Seasons,Product24
1347 eleven,30,146,Seasons,Product133
Kmart,35,105,Seasons,Product13
OXXO,39,124,Seasons,Product134
Soriana,28,7,Jolly Rancher,Product135
Chedraui,33,132,Seasons,Product120
WholeFoods,36,127,Seasons,Product136
Walmart,37,142,Seasons,Product137
1348 eleven,38,118,Seasons,Product138
Kmart,37,136,Seasons,Product195
OXXO,40,126,Seasons,Product140
Soriana,42,124,Seasons,Product141
Chedraui,29,147,Seasons,Product142
WholeFoods,43,113,Seasons,Product143
Walmart,29,150,Seasons,Product130
1349 eleven,30,105,Seasons,Product13
Kmart,29,146,Seasons,Product144
OXXO,28,7,Jolly Rancher,Product145
Soriana,38,142,Seasons,Product146
Chedraui,59,147,Seasons,Product147
WholeFoods,59,143,Seasons,Product148
Walmart,37,133,Seasons,Product149
1350 eleven,58,41,Kit Kat,Product150
Kmart,58,33,Kit Kat,Product151
OXXO,41,113,Seasons,Product152
Soriana,58,6,Jolly Rancher,Product153
Chedraui,58,7,Jolly Rancher,Product154
WholeFoods,58,5,Jolly Rancher,Product155
Walmart,42,109,Seasons,Product156
1351 eleven,54,30,Bites,Product157
Kmart,54,29,Bites,Product158
OXXO,54,25,Bites,Product159
Soriana,54,29,Bites,Product160
Chedraui,54,27,Bites,Product161
WholeFoods,58,7,Jolly Rancher,Product162
Walmart,58,5,Jolly Rancher,Product163
1352 eleven,43,118,Seasons,Product164
Kmart,57,5,Jolly Rancher,Product165
OXXO,57,6,Jolly Rancher,Product166
Soriana,57,6,Jolly Rancher,Product167
Chedraui,57,6,Jolly Rancher,Product168
WholeFoods,57,5,Jolly Rancher,Product169
Walmart,57,7,Jolly Rancher,Product170
1353 eleven,58,7,Jolly Rancher,Product171
Kmart,29,18,Cocoa,Product172
OXXO,33,20,Cocoa,Product173
Soriana,37,20,Cocoa,Product174
Chedraui,28,5,Jolly Rancher,Product175
WholeFoods,40,17,Cocoa,Product176
Walmart,55,38,Hersheys,Product177
1354 eleven,55,37,Hersheys,Product178
Kmart,55,35,Hersheys,Product179
OXXO,59,136,Seasons,Product180
Soriana,59,145,Seasons,Product181
Chedraui,59,119,Seasons,Product182
WholeFoods,59,132,Seasons,Product183
Walmart,55,39,Hersheys,Product184
1355 eleven,30,54,Reeses,Product185
Kmart,55,36,Hersheys,Product186
OXXO,16,15,Pelon,Product187
Soriana,55,34,Hersheys,Product188
Chedraui,55,37,Hersheys,Product189
WholeFoods,55,45,Hersheys,Product190
Walmart,55,35,Hersheys,Product191
1356 eleven,58,38,Kisses,Product192
Kmart,58,51,Kisses,Product193
OXXO,61,21,Bites,Product194
Soriana,61,24,Bites,Product195
Chedraui,61,24,Bites,Product196
WholeFoods,61,24,Bites,Product197
Walmart,61,29,Bites,Product198
1357 eleven,61,22,Bites,Product199
Kmart,61,25,Bites,Product200
OXXO,61,28,Bites,Product1
Soriana,61,24,Bites,Product2
Chedraui,61,22,Bites,Product3
WholeFoods,61,26,Bites,Product4
Walmart,61,30,Bites,Product5
1358 eleven,56,42,Hersheys,Product6
Kmart,28,5,Jolly Rancher,Product7
OXXO,56,41,Hersheys,Product8
Soriana,56,44,Hersheys,Product9
Chedraui,56,32,Hersheys,Product10
WholeFoods,56,40,Hersheys,Product11
Walmart,64,26,Bites,Product12
1359 eleven,64,22,Bites,Product13
Kmart,64,21,Bites,Product14
OXXO,64,20,Bites,Product15
Soriana,64,22,Bites,Product16
Chedraui,56,30,Hersheys,Product17
WholeFoods,56,39,Hersheys,Product18
Walmart,56,32,Hersheys,Product19
1360 eleven,56,34,Hersheys,Product20
Kmart,56,43,Hersheys,Product21
OXXO,56,39,Hersheys,Product22
Soriana,56,42,Hersheys,Product23
Chedraui,56,31,Hersheys,Product24
WholeFoods,56,37,Hersheys,Product25
Walmart,56,45,Hersheys,Product26
1361 eleven,56,45,Hersheys,Product27
Kmart,56,30,Hersheys,Product28
OXXO,56,33,Hersheys,Product29
Soriana,56,35,Hersheys,Product30
Chedraui,56,32,Hersheys,Product31
WholeFoods,56,43,Hersheys,Product32
Walmart,56,30,Hersheys,Product33
1362 eleven,56,32,Hersheys,Product34
Kmart,56,41,Hersheys,Product35
OXXO,56,31,Hersheys,Product36
Soriana,56,41,Hersheys,Product37
Chedraui,28,7,Jolly Rancher,Product32
WholeFoods,57,44,Hersheys,Product38
Walmart,57,34,Hersheys,Product39
1363 eleven,57,40,Hersheys,Product40
Kmart,57,39,Hersheys,Product41
OXXO,57,30,Hersheys,Product42
Soriana,57,33,Hersheys,Product43
Chedraui,57,42,Hersheys,Product44
WholeFoods,57,37,Hersheys,Product45
Walmart,57,30,Hersheys,Product46
1364 eleven,57,37,Hersheys,Product47
Kmart,35,54,Reeses,Product185
OXXO,57,33,Hersheys,Product48
Soriana,57,35,Hersheys,Product49
Chedraui,57,33,Hersheys,Product50
WholeFoods,58,44,Kisses,Product51
Walmart,58,50,Kisses,Product52
1365 eleven,58,44,Kisses,Product22
Kmart,58,47,Kisses,Product54
OXXO,58,35,Kisses,Product55
Soriana,58,47,Kisses,Product56
Chedraui,58,44,Kisses,Product57
WholeFoods,58,36,Kisses,Product58
Walmart,58,39,Kisses,Product59
1366 eleven,58,19,Pelon,Product60
Kmart,58,19,Pelon,Product61
OXXO,58,18,Pelon,Product62
Soriana,58,16,Pelon,Product63
Chedraui,28,7,Jolly Rancher,Product178
WholeFoods,58,14,Pelon,Product64
Walmart,58,38,Hersheys,Product65
1367 eleven,58,42,Hersheys,Product66
Kmart,58,44,Hersheys,Product67
OXXO,58,45,Hersheys,Product68
Soriana,58,33,Hersheys,Product69
Chedraui,58,38,Hersheys,Product70
WholeFoods,58,31,Hersheys,Product162
Walmart,58,37,Hersheys,Product71
1368 eleven,58,45,Hersheys,Product120
Kmart,58,43,Hersheys,Product72
OXXO,58,31,Hersheys,Product73
Soriana,58,44,Hersheys,Product74
Chedraui,58,41,Hersheys,Product75
WholeFoods,58,30,Hersheys,Product76
Walmart,58,34,Hersheys,Product77
1369 eleven,58,36,Hersheys,Product78
Kmart,58,45,Hersheys,Product79
OXXO,58,34,Hersheys,Product80
Soriana,58,36,Hersheys,Product81
Chedraui,58,31,Hersheys,Product82
WholeFoods,58,41,Hersheys,Product83
Walmart,58,34,Hersheys,Product84
1370 eleven,58,33,Hersheys,Product85
Kmart,58,35,Hersheys,Product86
OXXO,58,34,Hersheys,Product87
Soriana,58,38,Hersheys,Product88
Chedraui,22,57,Reeses,Product89
WholeFoods,56,13,Almond Joy,Product90
Walmart,18,14,Pelon,Product91
1371 eleven,25,44,Reeses,Product179
Kmart,18,17,Pelon,Product92
OXXO,64,30,Bites,Product93
Soriana,14,12,Almond Joy,Product94
Chedraui,47,10,Almond Joy,Product95
WholeFoods,18,15,Pelon,Product96
Walmart,48,15,Almond Joy,Product97
1372 eleven,48,14,Almond Joy,Product98
Kmart,49,14,Almond Joy,Product99
OXXO,18,13,Pelon,Product100
Soriana,18,14,Pelon,Product101
Chedraui,53,13,Almond Joy,Product102
WholeFoods,42,10,Almond Joy,Product103
Walmart,59,42,Milk,Product104
1373 eleven,61,133,Seasons,Product105
Kmart,61,106,Seasons,Product106
OXXO,61,138,Seasons,Product107
Soriana,61,139,Seasons,Product108
Chedraui,27,46,Reeses,Product171
WholeFoods,25,46,Reeses,Product171
Walmart,25,46,Reeses,Product171
1374 eleven,64,15,Almond Joy,Product109
Kmart,64,15,Almond Joy,Product110
OXXO,64,14,Almond Joy,Product111
Soriana,25,46,Reeses,Product171
Chedraui,18,16,Pelon,Product112
WholeFoods,18,15,Pelon,Product113
Walmart,18,17,Pelon,Product114
1375 eleven,28,7,Jolly Rancher,Product115
Kmart,18,15,Pelon,Product116
OXXO,18,15,Pelon,Product117
Soriana,18,14,Pelon,Product118
Chedraui,18,19,Pelon,Product119
WholeFoods,18,19,Pelon,Product120
Walmart,18,17,Pelon,Product121
1376 eleven,18,16,Pelon,Product122
Kmart,18,19,Pelon,Product123
OXXO,30,25,Bites,Product124
Soriana,28,7,Jolly Rancher,Product120
Chedraui,61,15,Almond Joy,Product125
WholeFoods,56,60,Milk,Product126
Walmart,59,57,Milk,Product91
1377 eleven,61,13,Almond Joy,Product128
Kmart,18,16,Pelon,Product129
OXXO,18,19,Pelon,Product130
Soriana,18,15,Pelon,Product131
Chedraui,18,15,Pelon,Product132
